id,기업명,기업링크,공고제목,공고링크,태그,경력,학력,근무형태,급여,근무지역,지원시작일,지원마감일,지원방법,접수양식,담당자,연락처,refined_content_revised
rec-50310393,스튜디오 아록,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=ZDRRTmVzOVJvMXhEWUlwRXIwSzlNQT09,[공예청년 인턴십 지원사업] 스튜디오 아록 - 섬유 공예 제작,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310393,"['제작관리', '공예디자인']",,대졸(4년제) 이상,"인턴직 6개월, 정규직 전환 가능",월급 210 만원 (주 40시간),서울 노원구,2025.03.22 16:00,2025.04.08 23:59,사람인 입사지원,자유양식,손단비,,"[채용 공고 내용]
채용인원: 0명
근무형태: 인턴직(정규직 전환 가능)
근무일시: 주 5일, 11:00-20:00 (탄력근무 가능)
근무지역: (01857) 서울 노원구 동일로183길 10, 1층 AAROC(공릉동)
전형절차: 서류전형 → 1차면접 → 최종합격
접수방법: 사람인 입사지원 또는 이메일 접수 (studioaaroc@gmail.com)

[채용 공고 주요 내용]
- 주요 업무: 섬유 공예 제작
- 자격 요건: 경력 무관 (신입 지원 가능)
- 우대 사항: 섬유공예 및 공예학과 전공자, 손으로 무언가를 만드는 것을 즐기는 사람, 손이 빠르고 꼼꼼한 사람, 유관업무 경험자 (인턴·알바), 인근 거주자

[그 외]
- 그 외 정보:
  - 채용 공고는 한국공예.디자인문화진흥원이 주관하는 2025 공예청년인턴십 지원사업을 통한 청년인턴 채용임.
  - 급여: 월급 2,100,000원 (추가수당 제외금액)
  - 근무기간: 5월 1일부터 시작 (6개월 후 정규직 전환 가능)
  - 접수기간: 2025년 3월 22일 (토) 16시 ~ 2025년 4월 8일 (화) 24시
  - 이력서 양식: 자유 양식
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있음."
rec-50306382,(주)모닝인,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SDV6U0FjeWJRUE5VVko4SHkyWVZDdz09,"[대기업 건설사 / 마곡]현장 일용직 급여,4대보험",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306382,"['경리사무원', '회계사무실', '사무직', '사무보조', '사무행정']",경력 8년 ↑,대졸(4년제) 이상,계약직 2년,월급 230 만원 (주 40시간),서울 강서구,2025.03.21 18:00,2025.03.28 23:59,사람인 입사지원,사람인 이력서 양식,김경화 (서치팀),010-9141-9449,"[채용 공고 내용]
채용인원: 0명
근무형태: 일용직
근무일시: 월~금, 09:00 ~ 18:00
근무지역: 서울 강서구 마곡동 752 (방화대성주유소 인근)
전형절차: 서류전형 → 1차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 현장 사무보조 업무
- 자격 요건: 학력 무관
- 우대 사항: 해당 사항 없음

[그 외]
- 그 외 정보:
  - 근무기간: 2025년 02월 ~ 2027년 02월 (24개월), 연장 가능 미정
  - 휴게시간: 12:00~13:00 (1시간)
  - 급여: 월 230만원, 식사 제공
  - 계약법인: (주)금강주택
  - 접수기간: 2025년 3월 21일 (금) 18시 ~ 2025년 3월 28일 (금) 24시
  - 이력서 양식: 사람인 온라인 이력서
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후에도 채용이 취소될 수 있음."
rec-50306041,(주)가우플랜,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=WDhuRndOZU1RRlJuSnMrcW9YaWE3Zz09,더 리버사이드 호텔 카와베 테판야키 조리사 채용 건,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306041,"['부주방장', '조리사', '주방장', '주방', '요리사']",무관(신입포함),학력무관(예정자 가능),정규직 수습기간 3개월,면접 후 결정,서울 서초구,2025.03.21 17:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,인사담당자 (인사팀),02-6710-1887,"[채용 공고 내용]
채용인원: 0명
근무형태: 정규직 (수습기간 3개월)
근무일시: 해당 사항 없음
근무지역: (137-030) 서울 서초구 잠원동 6-1 더 리버사이드 호텔
전형절차: 서류전형 -> 1차면접 -> 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 호텔 내 테판야끼 조리 업무를 수행, 고객의 주문에 따라 신선한 재료를 준비하고 요리, 서비스 품질 유지, 메뉴 개발 및 요리 품질 개선
- 자격 요건: 경력 2년 이상
- 우대 사항: 해당 사항 없음

[그 외]
- 그 외 정보: 
  - 학력: 무관
  - 연봉: 경력에 따른 협의 후 결정
  - 접수기간: 2025년 3월 21일 (금) 17시 ~ 2025년 4월 20일 (일) 24시
  - 이력서양식: 사람인 온라인 이력서
  - 유의사항: 입사지원 서류에 허위사실 발견 시 채용 취소 가능"
rec-50306059,주식회사하람아이,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=RUczRnA3U3BBMFREWlJnWDcySEp0Zz09,2025년 (주)하람아이 JAVA개발자 정규직 채용(SM/서울근무),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306059,['Java'],무관(신입포함),"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,서울 강동구,2025.03.21 17:00,2025.04.30 23:59,사람인 입사지원,사람인 이력서 양식,이승환,,"[채용 공고 내용]
채용인원: 0명
근무형태: 정규직 (수습기간 3개월)
근무일시: 해당 사항 없음
근무지역: 서울 강동구 올림픽로 528 농협서울지역본부(성내동) - 서울 8호선 강동구청에서 100m 이내
전형절차: 서류전형 → 1차면접 → 2차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: JAVA 개발
- 자격 요건: 대졸 이상, 경력 무관 (신입도 지원 가능)
- 우대 사항: 해당 사항 없음

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 21일 (금) 17시 ~ 2025년 4월 30일 (수) 24시
  - 이력서 양식: 사람인 온라인 이력서
  - 유의사항: 입사지원 서류에 허위 사실이 발견될 경우, 채용확정 이후에도 채용이 취소될 수 있음"
rec-50306539,(주)바인컨설팅,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=VHpSTlE0b2N1OWQreTZhalZoRXZZQT09,유명 의료 진단장비 기업(분야 1위) 해외영업(주니어),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306539,"['영업직', '영업판촉', '의료기기영업', '장비영업', '해외영업']",무관,학력무관,정규직 수습기간 3개월,면접 후 결정,서울 강남구,2025.03.21 18:00,2025.03.27 23:59,사람인 입사지원,사람인 이력서 양식,Helena (상무 ),010-9136-0017 / 010-9136-0017,"[채용 공고 내용]
채용인원: 0명
근무형태: 정규직 (수습기간 3개월)
근무일시: 해당 사항 없음
근무지역: 해당 사항 없음
전형절차: 서류전형 → 1차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 해외영업, 바이어컨택 및 영업 전반적인 업무
- 자격 요건: 대졸 이상 (4년), 영업담당 경력 1~2년, 영어 fluent
- 우대 사항: 의료기기 필드 경력

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 21일 (금) 18시 ~ 2025년 3월 27일 (목) 24시
  - 이력서 양식: 사람인 온라인 이력서
  - 유의사항: 입사지원 서류에 허위 사실 발견 시 채용 취소 가능, 이메일 문의 권장"
rec-50306409,(주)바인컨설팅,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=VHpSTlE0b2N1OWQreTZhalZoRXZZQT09,대한민국 대표 제약기업(대기업) 준법지원팀 팀원(대리/과장),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306409,"['감사', '내부감사', '법인결산', '세무신고', '재무제표']",경력 3~16년,학력무관,정규직 수습기간 3개월,면접 후 결정,서울 강남구,2025.03.21 18:00,2025.03.27 23:59,사람인 입사지원,사람인 이력서 양식,서상희 (상무),010-9136-0017 / 010-9136-0017,"[채용 공고 내용]
채용인원: 0명
근무형태: 정규직 (수습기간 3개월)
직급: 
근무일시: 해당 사항 없음
근무지역: 해당 사항 없음
전형절차: 서류전형 → 1차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: ISO 인증 업무, CP 등급 평가 취득 업무, 지출보고서 검증, 한국제약바이오협회 사전/사후 신고, 건강보험심사평가원 지출보고사항 신고 및 내용 공개 대응
- 자격 요건: 대졸 이상 (4년), 경력 3년 ~ 12년
- 우대 사항: CP 관련 업무 3년 이상, 내부규정 개정, 자율준수편람, CP 가이드북 작성 경험, 제약사 내 컴플라이언스 시스템 관련 업무 경험, 약사법 및 지출보고서 검증 관련 경험

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 21일 (금) 18시 ~ 2025년 3월 27일 (목) 24시
  - 이력서양식: 사람인 온라인 이력서
  - 유의사항: 입사지원 서류에 허위사실 발견 시 채용이 취소될 수 있음"
rec-50310476,한스컨설팅,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Zkc5dWtSYXhYSURDVTd0c0tEMStVQT09,여의도 위치 대기업 계열 보험회사 플랫폼 서비스기획 과장급,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310476,"['데이터분석가', '데이터엔지니어', '경영기획', '기술기획', '브랜드기획']",,대졸(4년제) 이상,정규직,"연봉 6,000 만원 (주 40시간)",서울 강남구,2025.03.22 17:00,,사람인 입사지원,사람인 이력서 양식,한용희 이사,02-566-7487,"[채용 공고 내용]
채용인원: 0명
근무형태: 정규직
근무일시: 09:00~18:00
근무지역: 서울 영등포구 여의도동 60
전형절차: 서류전형 → 1차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 보험 플랫폼 서비스기획, 보험가입, 청구, 계약 변경을 온라인으로 구현, 보험 관련 제품기획, 출시, 운영, 개선까지 전체 사이클 주도적으로 관리
- 자격 요건: 대졸 이상 (4년), 경력 7년 ~ 10년
- 우대 사항: TOEIC 700급 이상, 인근거주자, 해당직무 근무경험

[그 외]
- 그 외 정보: 
  1. 회사 소개
     - 1946년 설립, 국내 최초 생명 보험사, 대기업 계열사, 코스피 상장
     - 작년 매출 33조, 인원수 2,640명, 시세 확장에 따른 인력 충원
  2. 급여: 8천5백-1억 / 인센티브 및 퇴직금 별도 / 자녀학자금 지원
  3. 이력서 및 자기소개서: 워드파일로 작성
  4. 접수기간: 2025년 3월 22일 (토) 17시 ~ 채용시
  5. 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후에도 채용이 취소될 수 있음."
rec-50306365,트레이드커뮤니티,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Z3NkYmYvUzZlczZMRFJUOTRxNGxidz09,(중국어 가능) 해외 바이어 유치 및 발굴 (MICE 업무) 신입 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306365,"['바이어발굴/관리', '행사기획']",,학력무관,정규직,"연봉 3,500 만원 (주 52시간)","서울 종로구, 동대문구, 서대문구, 성북구, 중구",2025.03.21 18:00,2025.04.20 23:59,사람인 입사지원,자유양식 제출서류 보기,트레이드커뮤니티 (과장),,"[채용 공고 내용]
채용인원: 0명
근무형태: 정규직
근무일시: 10:00~18:00
근무지역: (110-052) 서울 종로구 적선동 156 광화문플래티넘 815호
전형절차: 서류 전형 -> 면접 진행 -> 최종 합격
접수방법: 사람인 입사 지원

[채용 공고 주요 내용]
- 주요 업무: 해외 바이어 유치 및 발굴 (MICE 업무)
- 자격 요건: 대졸 이상, 중국어 가능자
- 우대 사항: 영어 가능자

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 21일 (금) 18시 ~ 2025년 4월 20일 (일) 24시
  - 이력서 양식: 자유 양식
  - 제출서류: 이력서
  - 유의사항: 입사 지원 서류에 허위 사실이 발견될 경우, 채용 확정 이후에도 취소될 수 있음."
rec-50310170,(주)에이치알글로벌네트워크,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=V2tFdVl1RHlwT20xNWVFN3U2YTJHdz09,23[중소/이커머스/강남]59 올리브영 MD,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310170,"['화장품영업', '가맹점관리', '거래처관리', '거래처영업', '매장관리']",경력 5~12년,학력무관,정규직,면접 후 결정,서울 강남구,2025.03.22 14:00,2025.04.04 23:59,사람인 입사지원,사람인 이력서 양식,김희대 (대표),,"[채용 공고 내용]
채용인원: 0명
근무형태: 정규직
근무일시: 10:00-19:00
근무지역: (06305) 서울 강남구 언주로 105(개포동, 현대2차아파트) - 서울 3호선 매봉 에서 800m 이내
전형절차: 서류전형 → 1차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 
  1. 상품 관리 및 운영 (스킨케어 제품 관리, 상품 입점 프로세스 운영, 데이터 분석 등)
  2. 채널 전략 수립 및 실행 (판매 전략 및 프로모션 기획)
  3. 매출 분석 및 관리 (매출 목표 설정, KPI 모니터링)
  4. 벤더사 및 내부 협업 (커뮤니케이션, 캠페인 기획 등)
  5. 시장 조사 및 트렌드 분석
- 자격 요건: 
  1. 올리브영 MD 또는 동종 업무 경력 3년 이상
  2. 능동적으로 업무를 해결할 수 있는 능력
  3. 고객층 특성 및 시장 트렌드에 대한 이해
  4. 협상력 및 커뮤니케이션 스킬 보유
- 우대 사항: 
  1. 화장품/뷰티 분야 상품 기획 및 운영 경험
  2. 주요 마케팅 트렌드 경험
  3. 데이터 분석 도구 활용 능력
  4. 디자인 툴 사용 능력

[그 외]
- 그 외 정보:
  - 경력 연수: 2년 이상 ~ 8년 미만
  - 인재직무 키워드: 1순위 MD, 2순위 마케팅
  - 출퇴근 시간: 10시 ~ 19시, 출근 유연제 있음
  - 전체 면접 횟수: 1회
  - 인성검사: 없음
  - 별도 테스트: 없음
  - 이력서 검토 시기: 수시 검토
  - 접수기간: 2025년 3월 22일 (토) 14시 ~ 2025년 4월 4일 (금) 24시
  - 접수이력서 양식: 사람인 온라인 이력서
  - 유의사항: 허위사실 발견 시 채용 취소 가능."
rec-50306596,그가사랑하는순간,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=V2E5NS96SURYSGZwTitSOHh4WEFKQT09,[그가사랑하는순간] 웨딩스튜디오 인물보정/PhotoShop 경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306596,"['일러스트레이터', '애프터이펙트', '일러스트', '프리미어', 'PhotoShop']",경력 3년 ↑,학력무관,정규직,면접 후 결정,서울 강남구,2025.03.21 19:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,이홍규 (운영부),02-545-7338,"[채용 공고 내용]
채용인원: 0명
근무형태: 정규직
근무일시: 면접 후 결정 (10:30-19:30)
근무지역: 서울 강남구 논현로 662 헤리츠타워 (논현동) - 서울 7호선 학동역에서 200m 이내
전형절차: 서류전형 → 1차면접 → 2차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 창의적인 시각 표현, 고객 요구 분석, 프로젝트 관리 능력, 팀 협업 및 소통, 트렌드 조사 및 분석
- 자격 요건: 경력 (년수 무관), 팀원, 팀장, 실장급
- 우대 사항: GTQ 일러스트 1급, FrontEnd 개발 경험, 해당 직무 근무 경험, 포토샵 능숙자

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 3월 21일 (금) 19시 ~ 2025년 4월 20일 (일) 24시
  - 이력서 양식: 사람인 온라인 이력서
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후에도 채용이 취소될 수 있음."
rec-50306609,그가사랑하는순간,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=V2E5NS96SURYSGZwTitSOHh4WEFKQT09,[아테소] 웨딩스튜디오 인물보정/PhotoShop 경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306609,"['일러스트레이터', '애프터이펙트', '일러스트', '프리미어', 'PhotoShop']",,고교졸업 이상,정규직,면접 후 결정,서울 강남구,2025.03.21 19:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,이홍규 (운영부),02-545-7338,"[채용 공고 내용]
채용인원: 0명
근무형태: 정규직
근무일시: 면접 후 결정 (10:30-19:30)
근무지역: 서울 강남구 논현로 662 헤리츠타워(논현동) - 서울 7호선 학동 에서 200m 이내
전형절차: 서류전형 → 1차면접 → 2차면접 → 최종합격
접수방법: 사람인 입사지원

[채용 공고 주요 내용]
- 주요 업무: 창의적인 시각 표현, 고객 요구 분석, 프로젝트 관리 및 조율, 트렌드 조사 및 적용, 팀 협업 및 소통
- 자격 요건: 경력 (년수 무관)
- 우대 사항: GTQ일러스트 1급, FrontEnd 개발 경험, 해당직무 근무경험, 포토샵 능숙자

[그 외]
- 그 외 정보: 
  - 학력: 무관
  - 접수기간: 2025년 3월 21일 (금) 19시 ~ 2025년 4월 20일 (일) 24시
  - 이력서 양식: 사람인 온라인 이력서
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있음."
